p_id,sero
ACU44395,H1
ACU44406,H1
ACU46644,H5
ACU46717,H3
ACU80014,H1
ACU82395,H1
ACV42073,H3
ACV42106,H3
ACV49556,H1
ACV49600,H2
ACV70734,H1
ACV90543,H5
ACV90903,H5
ACV91043,H5
ACX31973,H5
ACX31981,H5
ACX31993,H5
ACX36501,H1
ACX48061,H5
ACY06456,H3
ACY06458,H3
ACY06459,H3
ACY06623,H1
ACY25797,H9
ACY25801,H9
ACY25803,H9
ACY67022,H3
ACY80644,H5
ACZ05568,H1
ACZ16520,H1
ACZ48510,H5
ACZ48594,H7
ACZ48608,H7
ACZ53956,H3
ACZ53978,H3
ACZ58384,H7
ACZ61118,H1
ACZ81556,H1
ACZ96889,H1
ADA83043,H1
ADB81439,H1
ADB82656,H1
ADB89281,H1
ADC29463,H5
ADC45659,H1
ADC45670,H1
ADC45813,H1
ADC97015,H5
ADD10558,H5
ADD21428,H3
ADD21467,H1
ADD21560,H3
ADD23162,H1
ADD96936,H1
ADE75148,H1
ADF58349,H1
ADF83497,H1
ADF83650,H5
ADG08198,H1
ADG08308,H1
ADG21416,H5
ADG21437,H5
ADG21441,H5
ADG21445,H5
ADG28681,H5
ADG28683,H5
ADG59044,H1
ADG59049,H5
ADG59054,H5
ADG59055,H5
ADG59060,H5
ADG59063,H5
ADG59064,H5
ADG59067,H5
ADG59070,H5
ADG59089,H5
ADG59090,H5
ADG85225,H1
ADG85233,H1
ADG85794,H1
ADI34060,H7
ADI34061,H7
ADI46319,H5
ADI46320,H5
ADI52834,H1
ADI52836,H1
ADI52837,H1
ADJ18171,H1
ADJ38087,H1
ADJ41816,H3
ADJ80234,H1
ADK26592,H1
ADK48778,H1
ADK56450,H9
ADK89127,H3
ADL32414,H1
ADL64047,H9
ADM23842,H1
ADM23846,H1
ADM23847,H1
ADM23851,H1
ADM33949,H5
ADM85846,H5
ADM85857,H5
ADM85867,H5
ADM95450,H5
AD9270,H1
AD2778,H1
ADO14359,H1
ADO14466,H9
ADO29901,H1
ADO29908,H1
ADO34927,H1
ADO65971,H1
ADP05197,H9
ADP05204,H1
ADP05208,H1
ADP69273,H9
ADQ92582,H5
ADR01746,H1
ADR51661,H1
ADR51662,H1
ADR51668,H1
ADR51669,H1
ADT64317,H1
ADT64860,H1
ADT64868,H5
ADT78908,H1
ADT78936,H1
ADT78961,H2
ADT79030,H3
ADT79129,H2
ADT79161,H3
ADU25478,H1
ADU53614,H1
ADU85891,H1
ADU85893,H1
ADU85894,H1
ADV02479,H7
ADV19281,H1
ADV58875,H3
ADV58876,H3
ADV58880,H3
ADV69078,H1
ADV69079,H1
ADV69090,H1
ADV69091,H1
ADV69097,H1
ADV69106,H1
ADW01407,H1
ADW10721,H1
ADW93789,H1
ADX31845,H1
ADX31858,H1
ADX96236,H1
ADY70986,H1
ADY71223,H1
ADY71438,H1
ADY71526,H1
ADY71612,H1
ADY71787,H1
ADY72576,H1
ADY80044,H1
AEA29580,H1
AEA29582,H1
AEA29595,H1
AEA48985,H1
AEA50985,H5
AEA73584,H1
AEA92634,H1
AEB80459,H1
AEF28999,H1
AEF33066,H1
AEF33067,H1
AEG64762,H1
AEH42785,H1
AEH59624,H1
AEI30055,H1
AEI30056,H1
AEI30057,H1
AEJ10440,H1
AEJ82788,H1
AEJ82792,H1
AEJ82796,H1
AEK49444,H3
AEK49568,H10
AEK50870,H1
AEK79815,H5
AEK85773,H9
AEK86047,H1
AEK86048,H1
AEL89681,H1
AEM63475,H1
AEM63482,H1
AEM63500,H1
AEM75239,H1
AEM75431,H10
AEM75523,H3
AEN02518,H9
AE5513,H1
AE8575,H1
AE8577,H1
AE8581,H1
AE8619,H5
AE8938,H5
AE8939,H5
AE4603,H5
AE4876,H1
AE4886,H1
AE5123,H9
AEO01499,H1
AEO01598,H1
AEO01612,H1
AEO01709,H1
AEO52326,H5
AEO89145,H5
AEO89163,H5
AEO89172,H5
AEO91779,H1
AEO91855,H1
AEP17073,H1
AEP17078,H1
AEP17277,H1
AEP17308,H3
AEP32455,H1
AEP71333,H5
AEP84526,H5
AEQ38190,H1
AEQ38195,H1
AEQ61287,H1
AEQ61347,H1
AEQ61437,H1
AEQ72820,H5
AEQ72868,H5
AEQ72881,H5
AEQ72884,H5
AEQ72889,H5
AET11800,H1
AET74962,H9
AET75834,H3
AET76679,H3
AET76690,H3
AET77176,H9
AET77666,H7
AET80429,H5
AET84295,H1
AEU05027,H3
AEV40002,H1
AEV40049,H1
AEV40056,H1
AEV40282,H5
AEW25367,H1
AEW25528,H1
AEW25590,H1
AEW31134,H1
AEX30517,H1
AEX30519,H1
AEX30540,H3
AEX30611,H5
AEX33924,H1
AEX34650,H1
AEX34768,H1
AEX35120,H1
AEX35428,H3
AEX38474,H1
AEX63617,H1
AEY75592,H9
AEZ01103,H1
AEZ01107,H1
AEZ02122,H3
AEZ54197,H1
AFA51661,H9
AFB18647,H5
AFB70317,H1
AFB77618,H1
AFC18325,H9
AFC98271,H1
AFC98273,H1
AFD32574,H3
AFD64223,H3
AFE02952,H1
AFE48437,H5
AFF57124,H1
AFG71942,H3
AFG71953,H3
AFG71996,H3
AFG72085,H3
AFG72096,H3
AFG72173,H3
AFG72350,H3
AFG72735,H3
AFG72823,H3
AFG98830,H3
AFG98863,H3
AFG98940,H3
AFG99006,H3
AFG99094,H3
AFG99138,H3
AFG99237,H3
AFG99248,H3
AFG99347,H3
AFG99402,H3
AFG99501,H3
AFH00065,H3
AFH00076,H3
AFH00098,H3
AFH00263,H3
AFH00329,H3
AFH00461,H3
AFH00494,H3
AFH00725,H3
AFH53677,H3
AFH53725,H3
AFH53736,H3
AFH76959,H1
AFH76964,H1
AFH76980,H1
AFH76985,H1
AFI44342,H5
AFI44353,H5
AFI44374,H1
AFI62127,H1
AFI62138,H1
AFI62139,H1
AFI62151,H1
AFI62154,H1
AFI73231,H9
AFI73232,H9
AFJ12607,H2
AFJ13347,H2
AFJ13380,H2
AFJ13424,H2
AFJ18989,H5
AFJ19065,H1
AFJ69901,H5
AFJ74842,H3
AFJ76186,H1
AFJ77517,H3
AFJ77891,H3
AFJ78364,H1
AFJ78661,H1
AFK13944,H5
AFL56787,H1
AFL56810,H1
AFM08869,H5
AFM08891,H5
AFM09320,H3
AFM09428,H2
AFM46517,H1
AFM46518,H1
AFM46519,H1
AFM46633,H1
AFM46639,H1
AFM46642,H1
AFM46643,H1
AFM46654,H1
AFM46659,H1
AFM46668,H1
AFM46839,H1
AFM46852,H1
AFM46856,H1
AFM46999,H1
AFM47137,H3
AFM47165,H3
AFM68954,H1
AFM71731,H3
AFM72098,H3
AFM72186,H3
AFM72257,H3
AFM72312,H3
AFM72356,H3
AFM78578,H5
AFM93978,H3
AFM93986,H1
AFN06490,H1
AF8875,H1
AF6856,H1
AFO64802,H1
AFO64835,H1
AFO64868,H1
AFO65016,H1
AFO66147,H1
AFO83000,H1
AFO83274,H9
AFO83280,H9
AFO83294,H9
AFO83295,H9
AFP36088,H1
AFP36183,H1
AFP83236,H3
AFP99689,H3
AFQ34707,H3
AFQ34729,H1
AFQ37281,H1
AFQ55689,H7
AFQ60210,H5
AFQ90529,H1
AFR42694,H3
AFR42701,H3
AFR60992,H5
AFR75836,H1
AFR75854,H1
AFR75881,H1
AFR75892,H1
AFR75914,H1
AFR75967,H1
AFR76123,H1
AFR76145,H1
AFR76173,H1
AFR76227,H1
AFR76238,H1
AFR76311,H1
AFR76344,H1
AFR76396,H1
AFR76416,H3
AFR76471,H1
AFR76498,H1
AFR76505,H1
AFR76539,H1
AFR76623,H1
AFR76696,H1
AFR76707,H1
AFR76739,H1
AFR76783,H1
AFU08580,H1
AFU08704,H1
AFU08788,H3
AFU08812,H1
AFU08816,H1
AFU08828,H3
AFU08860,H1
AFU08884,H1
AFU08908,H1
AFU08944,H3
AFU08956,H1
AFU08988,H3
AFU09053,H3
AFU09056,H1
AFU09062,H1
AFU09064,H1
AFU09933,H1
AFU09985,H1
AFU10042,H3
AFU10043,H3
AFU10169,H1
AFU10181,H1
AFU10184,H1
AFU10229,H5
AFU92387,H1
AFV31477,H1
AFV31487,H3
AFV33742,H3
AFV33954,H3
AFV53205,H2
AFV53260,H1
AFV53271,H2
AFV53293,H2
AFV53314,H2
AFV77715,H1
AFW16001,H1
AFW18314,H5
AFW18325,H5
AFX65229,H1
AFX65236,H1
AFX65251,H1
AFX65259,H1
AFY08044,H1
AFZ15807,H1
AFZ15893,H1
AFZ15937,H1
AFZ77460,H1
AGA19044,H3
AGA19235,H1
AGA19305,H1
AGA19326,H3
AGA19337,H1
AGB84799,H5
AGB84833,H1
AGB84989,H1
AGB98447,H1
AGB98777,H3
AGC13458,H1
AGC13516,H3
AGC13633,H1
AGC73203,H1
AGE02663,H3
AGE83982,H1
AGE84002,H1
AGF37648,H1
AGF37789,H1
AGF68987,H1
AGF69028,H9
AGF69039,H9
AGF69050,H9
AGF69071,H3
AGG12643,H1
AGG25652,H3
AGG27706,H10
AGG27718,H10
AGG27863,H10
AGG27899,H10
AGG53088,H1
AGG53177,H3
AGG53443,H7
AGG53498,H7
AGG53738,H1
AGG82133,H3
AGG83064,H7
AGG86711,H1
AGG86723,H5
AGG86729,H1
AGG86873,H1
AGH25309,H5
AGH25310,H5
AGH30710,H1
AGH55479,H5
AGI02344,H5
AGI02406,H1
AGI02552,H3
AGI40726,H1
AGI41230,H9
AGI41250,H1
AGI52981,H1
AGI52989,H1
AGI54182,H1
AGI55453,H1
AGJ73367,H1
AGJ73386,H1
AGK24287,H3
AGK24317,H1
AGK24455,H1
AGK24463,H1
AGK42156,H3
AGK43414,H1
AGK43532,H2
AGK62683,H1
AGK62750,H3
AGK72773,H1
AGK73228,H1
AGK73290,H1
AGL04214,H1
AGL04307,H1
AGL04309,H1
AGL04311,H1
AGL04315,H1
AGL04337,H1
AGL04365,H3
AGL04595,H1
AGL04629,H1
AGL05056,H1
AGL06095,H3
AGL06857,H3
AGL07410,H3
AGL07471,H1
AGL07472,H1
AGL07673,H3
AGL09786,H3
AGL09815,H3
AGL09881,H3
AGL52805,H7
AGL57025,H7
AGL57850,H7
AGL57927,H9
AGL57968,H9
AGL58957,H3
AGL58994,H10
AGL60617,H10
AGL60763,H10
AGL60775,H10
AGL60823,H10
AGL96912,H1
AGM16027,H1
AGM16031,H1
AGM53491,H3
AGM53496,H3
AGM53498,H3
AG8824,H1
AG9381,H1
AG9593,H1
AG9613,H1
AG9629,H1
AGO00313,H3
AGO00337,H1
AGO02249,H5
AGO17847,H9
AGO17883,H9
AGO17946,H9
AGO51411,H3
AGO51415,H3
AGO59894,H1
AGO86678,H1
AGO87255,H5
AGQ47740,H1
AGQ47776,H1
AGQ47835,H3
AGQ88476,H3
AGR45141,H1
AGR45144,H1
AGR45311,H1
AGS08781,H1
AGS08785,H3
AGS08997,H3
AGS41692,H1
AGS48846,H1
AGT18720,H1
AGT18721,H1
AGT18723,H1
AGT18724,H1
AGT18748,H3
AGT37102,H1
AGU69932,H1
AGU69969,H1
AGU92777,H1
AGW25699,H9
AGW27061,H5
AGW43288,H3
AGW43444,H2
AGW44014,H3
AGW83306,H1
AGW83314,H1
AGX00864,H5
AGX00886,H1
AGY14270,H9
AGY14421,H1
AGY79889,H2
AGY80411,H2
AGZ60429,H3
AGZ60571,H3
AGZ61154,H3
AGZ61178,H3
AGZ61211,H3
AGZ61248,H3
AGZ61259,H3
AGZ61263,H3
AGZ61736,H1
AGZ62339,H1
AGZ62363,H1
AGZ62388,H1
AGZ62396,H1
AGZ62404,H1
AHA11511,H3
AHA38263,H3
AHA38580,H1
AHA57090,H1
AHA57131,H1
AHA57151,H3
AHA57155,H1
AHA98453,H3
AHA98464,H3
AHB20856,H1
AHB20931,H3
AHB21027,H1
AHB21075,H1
AHB21195,H3
AHB21219,H1
AHB21448,H1
AHB21460,H1
AHB21628,H1
AHB21700,H1
AHB21712,H1
AHB22213,H3
AHB22225,H3
AHB22342,H1
AHB22532,H3
AHB22567,H3
AHB22579,H1
AHB22615,H3
AHB22687,H1
AHB22699,H3
AHB22843,H1
AHB22855,H3
AHB22927,H1
AHB22939,H3
AHB22963,H1
AHB22975,H3
AHB23011,H1
AHB23035,H1
AHB23071,H1
AHB23117,H1
AHB23143,H3
AHB23664,H1
AHB24430,H3
AHB24776,H3
AHB51172,H1
AHB51244,H3
AHB51256,H1
AHB51316,H3
AHB51328,H1
AHB51390,H1
AHB51472,H1
AHB51520,H3
AHB59452,H1
AHB72773,H3
AHB72834,H1
AHB72968,H9
AHB73620,H1
AHB73644,H1
AHC28996,H5
AHC58029,H3
AHC69182,H5
AHC69322,H3
AHC69370,H1
AHD25010,H3
AHD25046,H1
AHD25066,H1
AHD25126,H3
AHD25285,H1
AHD25415,H1
AHF20383,H5
AHF20402,H5
AHF20413,H5
AHF20428,H5
AHF20480,H5
AHF20501,H1
AHG26596,H1
AHG26608,H1
AHG26632,H1
AHG26648,H1
AHG26717,H1
AHG26737,H1
AHG26890,H1
AHH00837,H1
AHH25326,H3
AHH25330,H1
AHI43338,H1
AHI43541,H5
AHI97132,H5
AHI97714,H1
AHJ02873,H1
AHJ02888,H1
AHJ57430,H1
AHJ57431,H1
AHJ57435,H1
AHK10669,H1
AHK10800,H7
AHL21511,H3
AHL58744,H3
AHL81541,H1
AHL81845,H3
AHL82087,H3
AHL83031,H5
AHL83056,H5
AHL95518,H3
AHM24143,H1
AHM24191,H1
AHM24199,H1
AHM24205,H10
AHM24289,H1
AHM24301,H1
AHM97626,H1
AHM97674,H5
AHM98133,H5
AHM98204,H5
AHN00657,H3
AHN01260,H1
AHN03147,H3
AH9444,H1
AH9556,H5
AH9564,H5
AH6530,H7
AH6602,H7
AH6650,H9
AH6710,H3
AH6842,H2
AH7094,H10
AH7178,H3
AH7322,H3
AHV83802,H1
AHW46580,H1
AHW46596,H1
AHW46624,H1
AHW46681,H1
AHW46830,H3
AHW83226,H3
AHW83238,H1
AHX38144,H1
AHX38310,H3
AHX38928,H3
AHY20736,H5
AHY20744,H5
AHY20931,H1
AHY20935,H1
AHY84442,H9
AHY84466,H1
AHY84544,H1
AHY95001,H3
AHY95005,H1
AHY95096,H3
AHY95100,H3
AHY95104,H1
AHY95115,H5
AHZ38875,H7
AHZ39463,H2
AHZ39487,H2
AHZ39510,H1
AHZ40057,H3
AHZ42377,H7
AHZ43337,H10
AHZ43485,H3
AHZ43660,H3
AHZ44129,H3
AHZ44189,H1
AHZ44225,H3
AHZ59311,H9
AHZ65629,H3
AHZ65633,H1
AHZ65637,H1
AHZ65657,H1
AHZ65725,H1
AHZ65737,H1
AHZ65741,H3
AHZ65749,H3
AHZ65761,H1
AHZ65765,H3
AHZ65769,H1
AIA24403,H5
AIA24431,H3
AIA24435,H1
AIA24447,H3
AIA62032,H3
AIA66646,H1
AIA66731,H1
AIB06034,H1
AIB06038,H1
AIB06042,H1
AIB06050,H1
AIB06070,H3
AIB06082,H1
AIC73740,H1
AIC73749,H3
AIC73767,H1
AIC73815,H3
AIC73827,H1
AIC73834,H1
BAA00718,H1
BAA02768,H1
BAC43764,H2
BAD89325,H5
BAF03627,H1
BAF43466,H3
BAF49415,H2
BAG28227,H3
BAG49619,H1
BAG49742,H1
BAH02110,H3
BAH98103,H3
BAI68198,H3
BAI83388,H1
BAI83395,H1
BAI83396,H1
BAI94576,H1
BAJ06679,H1
BAJ09275,H3
BAJ14029,H3
BAJ40004,H1
BAJ83422,H9
BAK23275,H1
BAK24094,H5
BAK41887,H3
BAK42590,H5
BAK42591,H5
BAL61225,H5
BAM36148,H5
BAM36159,H5
BAM37808,H1
BAM42775,H3
BAM62981,H3
BAM63158,H7
BAM78376,H1
BA4734,H1
BA4735,H1
BA4742,H1
BA4745,H3
BA4747,H3
BA2578,H5
BA6743,H9
BA9067,H5
BA1923,H5
BAO10666,H9
BAO56967,H3
BAO74193,H5
CAA24271,H3
CAA24272,H1
CAA29337,H3
CAA78263,H7
CAA91080,H1
CAA91081,H1
CAB95856,H9
CAB95857,H9
CAC81018,H3
CAC86610,H1
CAD20336,H3
CAP45718,H5
CAP49183,H1
CAP49192,H1
CCD31011,H1
CCH23216,H1
CCH23221,H9
CCQ71947,H1
CCQ71983,H1
CDJ79889,H3
