p_id,p_id2,evalues
1ha0,3eyk,3e-86
1ha0,3eyj,3e-86
1ha0,4cz0,2e-47
1ha0,4cyz,2e-47
1ha0,4cyw,2e-47
1ha0,4cyv,2e-47
1ha0,4d00,8e-46
1ha0,4qy2,9e-46
1ha0,4qy1,9e-46
1ha0,4qy0,9e-46
1ha0,4gxx,9e-44
1ha0,4n64,2e-43
1ha0,4n63,2e-43
1ha0,4n62,2e-43
1ha0,4n61,2e-43
1ha0,4n60,2e-43
1ha0,4n5k,2e-43
1ha0,4n5j,2e-43
1ha0,4ln8,2e-43
1ha0,4ln6,2e-43
1ha0,4kon,2e-43
1ha0,4bsf,2e-43
1ha0,4bse,2e-43
1ha0,4juj,4e-43
1ha0,4juh,4e-43
1ha0,4jug,4e-43
1ha0,4bsi,4e-43
1ha0,4bsh,4e-43
1ha0,4bsg,4e-43
1ha0,1ti8,4e-43
1ha0,4dj8,4e-43
1ha0,4dj7,4e-43
1ha0,4dj6,4e-43
1ha0,4bsd,6e-43
1ha0,4bsc,6e-43
1ha0,4bsb,6e-43
1ha0,4bsa,6e-43
1ha0,1rvt,6e-43
1ha0,4lkk,2e-42
1ha0,4lkj,2e-42
1ha0,4lki,2e-42
1ha0,4n5z,2e-42
1ha0,4n5y,2e-42
1ha0,4kdo,2e-42
1ha0,4kdn,2e-42
1ha0,4kdm,2e-42
1ha0,4bh4,2e-42
1ha0,4bh3,2e-42
1ha0,4bh2,2e-42
1ha0,4mhj,2e-42
1ha0,4mhi,2e-42
1ha0,4py8,3e-42
1ha0,4gxu,3e-42
1ha0,4eef,3e-42
1ha0,3r2x,3e-42
1ha0,3lzf,3e-42
1ha0,3gbn,3e-42
1ha0,2wrg,3e-42
1ha0,1rd8,3e-42
1ha0,4fqv,5e-42
1ha0,3s11,9e-42
1ha0,4lxv,1e-41
1ha0,1rvz,1e-41
1ha0,1rvx,1e-41
1ha0,1ru7,1e-41
1ha0,4cqy,3e-41
1ha0,4cqx,3e-41
1ha0,4cqw,3e-41
1ha0,4cqv,3e-41
1ha0,2wrh,3e-41
1ha0,1jso,3e-41
1ha0,1jsn,3e-41
1ha0,1jsm,3e-41
1ha0,4cr0,4e-41
1ha0,4fqi,4e-41
1ha0,4bgy,4e-41
1ha0,4bgx,4e-41
1ha0,4bgw,4e-41
1ha0,3zp1,4e-41
1ha0,3zp0,4e-41
1ha0,3znm,4e-41
1ha0,3znl,4e-41
1ha0,3znk,4e-41
1ha0,3gbm,4e-41
1ha0,3fku,4e-41
1ha0,2ibx,4e-41
1ha0,2fk0,4e-41
1ha0,4cqu,5e-41
1ha0,4cqs,5e-41
1ha0,4cqz,6e-41
1ha0,3uyx,6e-41
1ha0,4lvh,7e-41
1ha0,4f15,7e-41
1ha0,4eda,7e-41
1ha0,3mlh,7e-41
1ha0,3m6s,8e-41
1ha0,4ln4,9e-41
1ha0,4ln3,9e-41
1ha0,4lkh,9e-41
1ha0,4lkg,9e-41
1ha0,4lcx,9e-41
1ha0,4m5z,1e-40
1ha0,4cqt,2e-40
1ha0,4cqr,2e-40
1ha0,4cqq,2e-40
1ha0,4cqp,2e-40
1ha0,3zpb,2e-40
1ha0,3zp6,2e-40
1ha0,3s13,2e-40
1ha0,3zp3,2e-40
1ha0,3zp2,2e-40
1ha0,4juk,3e-40
1ha0,4edb,6e-40
1ha0,4m4y,6e-40
1ha0,4jtv,6e-40
1ha0,3uyw,6e-40
1ha0,3lzg,6e-40
1ha0,3al4,6e-40
1ha0,4k67,7e-40
1ha0,4k66,7e-40
1ha0,4k65,7e-40
1ha0,3sm5,7e-40
1ha0,4ju0,7e-40
1ha0,4jtx,7e-40
1ha0,3htt,1e-39
1ha0,3htq,1e-39
1ha0,3htp,1e-39
1ha0,3hto,1e-39
1ha0,4kdq,2e-39
1ha0,4jun,3e-39
1ha0,4kw1,3e-39
1ha0,4bh1,3e-39
1ha0,4bh0,3e-39
1ha0,4bgz,3e-39
1ha0,4k64,5e-39
1ha0,4k63,5e-39
1ha0,4k62,5e-39
1ha0,4f3z,6e-39
1ha0,3s12,7e-39
1ha0,4jum,7e-39
1ha0,2wr2,9e-39
1ha0,2wr1,9e-39
1ha0,2wr0,9e-39
1ha0,3ubq,1e-38
1ha0,3ubn,1e-38
1ha0,3ubj,1e-38
1ha0,3ube,1e-38
1ha0,4kth,2e-38
1ha0,4kwm,7e-38
1ha0,4jul,7e-38
1ha0,3m5j,8e-38
1ha0,3m5i,8e-38
1ha0,3m5h,8e-38
1ha0,3m5g,8e-38
1ha0,2wrd,1e-37
1ha0,4hg4,2e-37
1ha0,2wr5,2e-37
1ha0,2wrc,2e-37
1ha0,2wrb,2e-37
1ha0,4hfu,3e-37
1ha0,3ku5,3e-37
1ha0,3ku6,1e-36
1ha0,2wrf,1e-36
1ha0,1jsi,2e-36
1ha0,1jsh,2e-36
1ha0,1jsd,2e-36
1ha0,4hlz,1e-35
1ha0,4hf5,1e-35
1ha0,3qqo,1e-35
1ha0,3qqi,1e-35
1ha0,3qqe,1e-35
1ha0,3qqb,1e-35
1ha0,3ku3,1e-35
1ha0,2wre,1e-34
1ha0,2wr4,1e-34
1ha0,2wr3,1e-34
1ha0,2wr7,3e-34
1ha0,4kps,8e-28
1ha0,4kpq,8e-28
1ha0,4fiu,1e-22
1ha0,4f23,1e-22
1ha0,4i78,1e-20
1ha0,4h32,1e-20
1ha0,4mc5,1e-20
1ha0,4nrl,1e-05
1ha0,4nrk,1e-05
1ha0,4nrj,1e-05
1ha0,3bt6,6e-05
1ha0,2rfu,6e-05
1ha0,2rft,6e-05
1ha0,4m44,7e-05
1ha0,4m40,7e-05
1ha0,4fqj,1e-04
1ha0,4fqm,0.004
1ha0,4fqk,0.004
1hgd,1hge,5e-150
1hgd,1hgd,5e-150
1hgd,5hmg,8e-149
1hgd,3ztj,8e-149
1hgd,3eym,8e-149
1hgd,2ypg,8e-149
1hgd,1qfu,8e-149
1hgd,1ken,8e-149
1hgd,1hgj,8e-149
1hgd,1hgi,8e-149
1hgd,1hgh,8e-149
1hgd,1hgg,8e-149
1hgd,1hgf,8e-149
1hgd,1ha0,8e-149
1hgd,1eo8,8e-149
1hgd,4nm8,1e-148
1hgd,4fqy,1e-148
1hgd,4fqr,1e-148
1hgd,4fp8,1e-148
1hgd,4fnk,1e-148
1hgd,3sdy,1e-148
1hgd,2viu,4e-148
1hgd,4hmg,7e-148
1hgd,3hmg,7e-148
1hgd,2hmg,8e-148
1hgd,3vun,9e-148
1hgd,1mqn,5e-141
1hgd,1mqm,5e-141
1hgd,1mql,5e-141
1hgd,4o58,9e-138
1hgd,4gms,9e-138
1hgd,4wa2,4e-137
1hgd,4wa1,4e-137
1hgd,4uo3,1e-132
1hgd,4uo2,1e-132
1hgd,4uo1,1e-132
1hgd,4uo0,1e-132
1hgd,4uoa,2e-130
1hgd,4uo9,2e-130
1hgd,4uo8,2e-130
1hgd,4uo7,2e-130
1hgd,4uo6,2e-130
1hgd,4uo5,2e-130
1hgd,4uo4,2e-130
1hgd,4unz,5e-130
1hgd,4uny,5e-130
1hgd,4unx,5e-130
1hgd,2yp5,2e-118
1hgd,2yp4,2e-118
1hgd,2yp3,2e-118
1hgd,2yp2,2e-118
1hgd,2yp9,1e-117
1hgd,2yp8,1e-117
1hgd,2yp7,1e-117
1hgd,4kvn,1e-115
1hgd,4o5n,3e-115
1hgd,4o5i,3e-115
1hgd,3eyk,3e-86
1hgd,3eyj,3e-86
1hgd,4cz0,1e-47
1hgd,4cyz,1e-47
1hgd,4cyw,1e-47
1hgd,4cyv,1e-47
1hgd,4d00,5e-46
1hgd,4qy2,5e-46
1hgd,4qy1,5e-46
1hgd,4qy0,5e-46
1hgd,4gxx,7e-44
1hgd,4dj8,3e-43
1hgd,4dj7,3e-43
1hgd,4dj6,3e-43
1hgd,4juj,3e-43
1hgd,4juh,3e-43
1hgd,4jug,3e-43
1hgd,4n64,3e-43
1hgd,4n63,3e-43
1hgd,4n62,3e-43
1hgd,4n61,3e-43
1hgd,4n60,3e-43
1hgd,4n5k,3e-43
1hgd,4n5j,3e-43
1hgd,4ln8,3e-43
1hgd,4ln6,3e-43
1hgd,4kon,3e-43
1hgd,4bsf,3e-43
1hgd,4bse,3e-43
1hgd,4bsd,4e-43
1hgd,4bsc,4e-43
1hgd,4bsb,4e-43
1hgd,4bsa,4e-43
1hgd,1rvt,5e-43
1hgd,4bsi,6e-43
1hgd,4bsh,6e-43
1hgd,4bsg,6e-43
1hgd,1ti8,6e-43
1hgd,4n5z,2e-42
1hgd,4n5y,2e-42
1hgd,4kdo,2e-42
1hgd,4kdn,2e-42
1hgd,4kdm,2e-42
1hgd,4bh4,2e-42
1hgd,4bh3,2e-42
1hgd,4bh2,2e-42
1hgd,4lkk,2e-42
1hgd,4lkj,2e-42
1hgd,4lki,2e-42
1hgd,4py8,3e-42
1hgd,4gxu,3e-42
1hgd,4eef,3e-42
1hgd,3r2x,3e-42
1hgd,3lzf,3e-42
1hgd,3gbn,3e-42
1hgd,2wrg,3e-42
1hgd,1rd8,3e-42
1hgd,4fqv,3e-42
1hgd,4mhj,4e-42
1hgd,4mhi,4e-42
1hgd,1rvz,1e-41
1hgd,1rvx,1e-41
1hgd,1ru7,1e-41
1hgd,3s11,1e-41
1hgd,4lxv,2e-41
1hgd,2wrh,2e-41
1hgd,4cqy,3e-41
1hgd,4cqx,3e-41
1hgd,4cqw,3e-41
1hgd,4cqv,3e-41
1hgd,4cr0,4e-41
1hgd,4fqi,4e-41
1hgd,4bgy,4e-41
1hgd,4bgx,4e-41
1hgd,4bgw,4e-41
1hgd,3zp1,4e-41
1hgd,3zp0,4e-41
1hgd,3znm,4e-41
1hgd,3znl,4e-41
1hgd,3znk,4e-41
1hgd,3gbm,4e-41
1hgd,3fku,4e-41
1hgd,2ibx,4e-41
1hgd,2fk0,4e-41
1hgd,4cqu,5e-41
1hgd,4cqs,5e-41
1hgd,4cqz,5e-41
1hgd,1jso,5e-41
1hgd,1jsn,5e-41
1hgd,1jsm,5e-41
1hgd,3uyx,9e-41
1hgd,4ln4,1e-40
1hgd,4ln3,1e-40
1hgd,4lkh,1e-40
1hgd,4lkg,1e-40
1hgd,4lcx,1e-40
1hgd,3mlh,1e-40
1hgd,4m5z,1e-40
1hgd,3m6s,1e-40
1hgd,4lvh,1e-40
1hgd,4f15,1e-40
1hgd,4eda,1e-40
1hgd,3zpb,2e-40
1hgd,3zp6,2e-40
1hgd,4cqt,2e-40
1hgd,4cqr,2e-40
1hgd,4cqq,2e-40
1hgd,4cqp,2e-40
1hgd,3zp3,2e-40
1hgd,3zp2,2e-40
1hgd,3s13,2e-40
1hgd,4juk,2e-40
1hgd,4edb,5e-40
1hgd,3sm5,6e-40
1hgd,4k67,8e-40
1hgd,4k66,8e-40
1hgd,4k65,8e-40
1hgd,4m4y,1e-39
1hgd,4jtv,1e-39
1hgd,3uyw,1e-39
1hgd,3lzg,1e-39
1hgd,3al4,1e-39
1hgd,3htt,1e-39
1hgd,3htq,1e-39
1hgd,3htp,1e-39
1hgd,3hto,1e-39
1hgd,4ju0,1e-39
1hgd,4jtx,1e-39
1hgd,4kdq,2e-39
1hgd,4kw1,3e-39
1hgd,4jun,4e-39
1hgd,4k64,6e-39
1hgd,4k63,6e-39
1hgd,4k62,6e-39
1hgd,4jum,7e-39
1hgd,4f3z,7e-39
1hgd,3s12,9e-39
1hgd,4bh1,1e-38
1hgd,4bh0,1e-38
1hgd,4bgz,1e-38
1hgd,4kth,2e-38
1hgd,3ubq,2e-38
1hgd,3ubn,2e-38
1hgd,3ubj,2e-38
1hgd,3ube,2e-38
1hgd,4kwm,1e-37
1hgd,4jul,1e-37
1hgd,2wr2,1e-37
1hgd,2wr1,1e-37
1hgd,2wr0,1e-37
1hgd,3m5j,1e-37
1hgd,3m5i,1e-37
1hgd,3m5h,1e-37
1hgd,3m5g,1e-37
1hgd,1jsi,1e-36
1hgd,1jsh,1e-36
1hgd,1jsd,1e-36
1hgd,2wrd,1e-36
1hgd,2wr5,3e-36
1hgd,4hg4,3e-36
1hgd,2wrc,3e-36
1hgd,2wrb,3e-36
1hgd,4hfu,4e-36
1hgd,3ku5,5e-36
1hgd,3ku6,2e-35
1hgd,2wrf,2e-35
1hgd,4hlz,1e-34
1hgd,4hf5,1e-34
1hgd,3qqo,1e-34
1hgd,3qqi,1e-34
1hgd,3qqe,1e-34
1hgd,3qqb,1e-34
1hgd,3ku3,1e-34
1hgd,2wr4,1e-33
1hgd,2wr3,1e-33
1hgd,2wre,2e-33
1hgd,2wr7,4e-33
1hgd,4kps,6e-28
1hgd,4kpq,6e-28
1hgd,4fiu,1e-22
1hgd,4f23,1e-22
1hgd,4i78,1e-20
1hgd,4h32,1e-20
1hgd,4mc5,1e-20
1hgd,4nrl,9e-06
1hgd,4nrk,9e-06
1hgd,4nrj,9e-06
1hgd,4m44,6e-05
1hgd,4m40,6e-05
1hgd,3bt6,7e-05
1hgd,2rfu,7e-05
1hgd,2rft,7e-05
1hgd,4fqj,1e-04
1hgd,4fqm,0.003
1hgd,4fqk,0.003
1hge,1hge,5e-150
1hge,1hgd,5e-150
1hge,5hmg,8e-149
1hge,3ztj,8e-149
1hge,3eym,8e-149
1hge,2ypg,8e-149
1hge,1qfu,8e-149
1hge,1ken,8e-149
1hge,1hgj,8e-149
1hge,1hgi,8e-149
1hge,1hgh,8e-149
1hge,1hgg,8e-149
1hge,1hgf,8e-149
1hge,1ha0,8e-149
1hge,1eo8,8e-149
1hge,4nm8,1e-148
1hge,4fqy,1e-148
1hge,4fqr,1e-148
1hge,4fp8,1e-148
1hge,4fnk,1e-148
1hge,3sdy,1e-148
1hge,2viu,4e-148
1hge,4hmg,7e-148
1hge,3hmg,7e-148
1hge,2hmg,8e-148
1hge,3vun,9e-148
1hge,1mqn,5e-141
1hge,1mqm,5e-141
1hge,1mql,5e-141
1hge,4o58,9e-138
1hge,4gms,9e-138
1hge,4wa2,4e-137
1hge,4wa1,4e-137
1hge,4uo3,1e-132
1hge,4uo2,1e-132
1hge,4uo1,1e-132
1hge,4uo0,1e-132
1hge,4uoa,2e-130
1hge,4uo9,2e-130
1hge,4uo8,2e-130
1hge,4uo7,2e-130
1hge,4uo6,2e-130
1hge,4uo5,2e-130
1hge,4uo4,2e-130
1hge,4unz,5e-130
1hge,4uny,5e-130
1hge,4unx,5e-130
1hge,2yp5,2e-118
1hge,2yp4,2e-118
1hge,2yp3,2e-118
1hge,2yp2,2e-118
1hge,2yp9,1e-117
1hge,2yp8,1e-117
1hge,2yp7,1e-117
1hge,4kvn,1e-115
1hge,4o5n,3e-115
1hge,4o5i,3e-115
1hge,3eyk,3e-86
1hge,3eyj,3e-86
1hge,4cz0,1e-47
1hge,4cyz,1e-47
1hge,4cyw,1e-47
1hge,4cyv,1e-47
1hge,4d00,5e-46
1hge,4qy2,5e-46
1hge,4qy1,5e-46
1hge,4qy0,5e-46
1hge,4gxx,7e-44
1hge,4dj8,3e-43
1hge,4dj7,3e-43
1hge,4dj6,3e-43
1hge,4juj,3e-43
1hge,4juh,3e-43
1hge,4jug,3e-43
1hge,4n64,3e-43
1hge,4n63,3e-43
1hge,4n62,3e-43
1hge,4n61,3e-43
1hge,4n60,3e-43
1hge,4n5k,3e-43
1hge,4n5j,3e-43
1hge,4ln8,3e-43
1hge,4ln6,3e-43
1hge,4kon,3e-43
1hge,4bsf,3e-43
1hge,4bse,3e-43
1hge,4bsd,4e-43
1hge,4bsc,4e-43
1hge,4bsb,4e-43
1hge,4bsa,4e-43
1hge,1rvt,5e-43
1hge,4bsi,6e-43
1hge,4bsh,6e-43
1hge,4bsg,6e-43
1hge,1ti8,6e-43
1hge,4n5z,2e-42
1hge,4n5y,2e-42
1hge,4kdo,2e-42
1hge,4kdn,2e-42
1hge,4kdm,2e-42
1hge,4bh4,2e-42
1hge,4bh3,2e-42
1hge,4bh2,2e-42
1hge,4lkk,2e-42
1hge,4lkj,2e-42
1hge,4lki,2e-42
1hge,4py8,3e-42
1hge,4gxu,3e-42
1hge,4eef,3e-42
1hge,3r2x,3e-42
1hge,3lzf,3e-42
1hge,3gbn,3e-42
1hge,2wrg,3e-42
1hge,1rd8,3e-42
1hge,4fqv,3e-42
1hge,4mhj,4e-42
1hge,4mhi,4e-42
1hge,1rvz,1e-41
1hge,1rvx,1e-41
1hge,1ru7,1e-41
1hge,3s11,1e-41
1hge,4lxv,2e-41
1hge,2wrh,2e-41
1hge,4cqy,3e-41
1hge,4cqx,3e-41
1hge,4cqw,3e-41
1hge,4cqv,3e-41
1hge,4cr0,4e-41
1hge,4fqi,4e-41
1hge,4bgy,4e-41
1hge,4bgx,4e-41
1hge,4bgw,4e-41
1hge,3zp1,4e-41
1hge,3zp0,4e-41
1hge,3znm,4e-41
1hge,3znl,4e-41
1hge,3znk,4e-41
1hge,3gbm,4e-41
1hge,3fku,4e-41
1hge,2ibx,4e-41
1hge,2fk0,4e-41
1hge,4cqu,5e-41
1hge,4cqs,5e-41
1hge,4cqz,5e-41
1hge,1jso,5e-41
1hge,1jsn,5e-41
1hge,1jsm,5e-41
1hge,3uyx,9e-41
1hge,4ln4,1e-40
1hge,4ln3,1e-40
1hge,4lkh,1e-40
1hge,4lkg,1e-40
1hge,4lcx,1e-40
1hge,3mlh,1e-40
1hge,4m5z,1e-40
1hge,3m6s,1e-40
1hge,4lvh,1e-40
1hge,4f15,1e-40
1hge,4eda,1e-40
1hge,3zpb,2e-40
1hge,3zp6,2e-40
1hge,4cqt,2e-40
1hge,4cqr,2e-40
1hge,4cqq,2e-40
1hge,4cqp,2e-40
1hge,3zp3,2e-40
1hge,3zp2,2e-40
1hge,3s13,2e-40
1hge,4juk,2e-40
1hge,4edb,5e-40
1hge,3sm5,6e-40
1hge,4k67,8e-40
1hge,4k66,8e-40
1hge,4k65,8e-40
1hge,4m4y,1e-39
1hge,4jtv,1e-39
1hge,3uyw,1e-39
1hge,3lzg,1e-39
1hge,3al4,1e-39
1hge,3htt,1e-39
1hge,3htq,1e-39
1hge,3htp,1e-39
1hge,3hto,1e-39
1hge,4ju0,1e-39
1hge,4jtx,1e-39
1hge,4kdq,2e-39
1hge,4kw1,3e-39
1hge,4jun,4e-39
1hge,4k64,6e-39
1hge,4k63,6e-39
1hge,4k62,6e-39
1hge,4jum,7e-39
1hge,4f3z,7e-39
1hge,3s12,9e-39
1hge,4bh1,1e-38
1hge,4bh0,1e-38
1hge,4bgz,1e-38
1hge,4kth,2e-38
1hge,3ubq,2e-38
1hge,3ubn,2e-38
1hge,3ubj,2e-38
1hge,3ube,2e-38
1hge,4kwm,1e-37
1hge,4jul,1e-37
1hge,2wr2,1e-37
